sigma_x,sigma_y,tau_xy
1133300556.8587692,-274015830.62776411,0.1
-1133300556.8587692,-274015830.62776411,0.1
-1133300556.8587692,274015830.62776411,0.1
222697786.71312216,839776519.4864676,0.1
222697786.71312216,-839776519.4864676,0.1
-222697786.71312216,-839776519.4864676,0.1
-222697786.71312216,839776519.4864676,0.1
113526335.22504611,1107926352.6507328,0.1
113526335.22504611,-1107926352.6507328,0.1
-113526335.22504611,-1107926352.6507328,0.1
-113526335.22504611,1107926352.6507328,0.1
301131765.54528272,940420529.76004493,0.1
301131765.54528272,-940420529.76004493,0.1
-301131765.54528272,-940420529.76004493,0.1
-301131765.54528272,940420529.76004493,0.1
49466385.368534259,418238470.07787305,0.1
49466385.368534259,-418238470.07787305,0.1
-49466385.368534259,-418238470.07787305,0.1
-49466385.368534259,418238470.07787305,0.1
850045892.62636662,385336758.74975765,0.1
850045892.62636662,-385336758.74975765,0.1
-850045892.62636662,-385336758.74975765,0.1
-850045892.62636662,385336758.74975765,0.1
718461915.37907791,500368442.47612143,0.1
718461915.37907791,-500368442.47612143,0.1
-718461915.37907791,-500368442.47612143,0.1
-718461915.37907791,500368442.47612143,0.1
321077719.75804901,563312770.95595074,0.1
321077719.75804901,-563312770.95595074,0.1
-321077719.75804901,-563312770.95595074,0.1
-321077719.75804901,563312770.95595074,0.1
51338976.048030071,549455626.38184738,0.1
51338976.048030071,-549455626.38184738,0.1
-51338976.048030071,-549455626.38184738,0.1
-51338976.048030071,549455626.38184738,0.1
896602308.86645794,456895037.58215374,0.1
896602308.86645794,-456895037.58215374,0.1
-896602308.86645794,-456895037.58215374,0.1
-896602308.86645794,456895037.58215374,0.1
333331826.05405176,282788097.05739135,0.1
333331826.05405176,-282788097.05739135,0.1
-333331826.05405176,-282788097.05739135,0.1
-333331826.05405176,282788097.05739135,0.1
575196160.43647277,288230672.07596958,0.1
575196160.43647277,-288230672.07596958,0.1
-575196160.43647277,-288230672.07596958,0.1
-575196160.43647277,288230672.07596958,0.1
938843740.62018013,646533612.64386547,0.1
938843740.62018013,-646533612.64386547,0.1
-938843740.62018013,-646533612.64386547,0.1
-938843740.62018013,646533612.64386547,0.1
925896949.54134345,467288072.04869115,0.1
925896949.54134345,-467288072.04869115,0.1
-925896949.54134345,-467288072.04869115,0.1
-925896949.54134345,467288072.04869115,0.1
971776799.98234582,732206459.29761326,0.1
971776799.98234582,-732206459.29761326,0.1
-971776799.98234582,-732206459.29761326,0.1
-971776799.98234582,732206459.29761326,0.1
93859417.123494431,331716184.56199586,0.1
93859417.123494431,-331716184.56199586,0.1
-93859417.123494431,-331716184.56199586,0.1
-93859417.123494431,331716184.56199586,0.1
819062676.62052929,85380827.764408454,0.1
819062676.62052929,-85380827.764408454,0.1
-819062676.62052929,-85380827.764408454,0.1
-819062676.62052929,85380827.764408454,0.1
1036427012.2240847,1134409577.429261,0.1
1036427012.2240847,-1134409577.429261,0.1
-1036427012.2240847,-1134409577.429261,0.1
-1036427012.2240847,1134409577.429261,0.1
558593112.52552676,643693732.83222365,0.1
558593112.52552676,-643693732.83222365,0.1
-558593112.52552676,-643693732.83222365,0.1
-558593112.52552676,643693732.83222365,0.1
314365743.12790334,504594556.75084931,0.1
314365743.12790334,-504594556.75084931,0.1
-314365743.12790334,-504594556.75084931,0.1
-314365743.12790334,504594556.75084931,0.1
792162803.45468009,361321987.08593214,0.1
792162803.45468009,-361321987.08593214,0.1
-792162803.45468009,-361321987.08593214,0.1
-792162803.45468009,361321987.08593214,0.1
23136724.297815185,1004055885.1557837,0.1
23136724.297815185,-1004055885.1557837,0.1
-23136724.297815185,-1004055885.1557837,0.1
-23136724.297815185,1004055885.1557837,0.1
810069933.16791224,88197567.943779379,0.1
810069933.16791224,-88197567.943779379,0.1
-810069933.16791224,-88197567.943779379,0.1
-810069933.16791224,88197567.943779379,0.1
654068431.16160405,253570393.73351315,0.1
654068431.16160405,-253570393.73351315,0.1
-654068431.16160405,-253570393.73351315,0.1
-654068431.16160405,253570393.73351315,0.1
938035748.22524166,604557552.21085286,0.1
938035748.22524166,-604557552.21085286,0.1
-938035748.22524166,-604557552.21085286,0.1
-938035748.22524166,604557552.21085286,0.1
223368088.35027689,351484348.99119717,0.1
223368088.35027689,-351484348.99119717,0.1
-223368088.35027689,-351484348.99119717,0.1
-223368088.35027689,351484348.99119717,0.1
4271501.6742948219,716043322.06122923,0.1
4271501.6742948219,-716043322.06122923,0.1
-4271501.6742948219,-716043322.06122923,0.1
-4271501.6742948219,716043322.06122923,0.1
665555637.13896775,925674277.86036611,0.1
665555637.13896775,-925674277.86036611,0.1
-665555637.13896775,-925674277.86036611,0.1
-665555637.13896775,925674277.86036611,0.1
871227330.94376791,626433017.20476139,0.1
871227330.94376791,-626433017.20476139,0.1
-871227330.94376791,-626433017.20476139,0.1
-871227330.94376791,626433017.20476139,0.1
546515596.02019501,924404981.13917422,0.1
546515596.02019501,-924404981.13917422,0.1
-546515596.02019501,-924404981.13917422,0.1
-546515596.02019501,924404981.13917422,0.1
890006041.71876395,413272187.51042086,0.1
890006041.71876395,-413272187.51042086,0.1
-890006041.71876395,-413272187.51042086,0.1
-890006041.71876395,413272187.51042086,0.1
196996831.2926079,1038613479.8097905,0.1
196996831.2926079,-1038613479.8097905,0.1
-196996831.2926079,-1038613479.8097905,0.1
-196996831.2926079,1038613479.8097905,0.1
650682462.92700219,700758003.27582145,0.1
650682462.92700219,-700758003.27582145,0.1
-650682462.92700219,-700758003.27582145,0.1
-650682462.92700219,700758003.27582145,0.1
602077209.81231451,144202861.77749732,0.1
602077209.81231451,-144202861.77749732,0.1
-602077209.81231451,-144202861.77749732,0.1
-602077209.81231451,144202861.77749732,0.1
201015545.28666577,67839512.695309907,0.1
201015545.28666577,-67839512.695309907,0.1
-201015545.28666577,-67839512.695309907,0.1
-201015545.28666577,67839512.695309907,0.1
1135051087.7820275,92626868.033918947,0.1
1135051087.7820275,-92626868.033918947,0.1
-1135051087.7820275,-92626868.033918947,0.1
-1135051087.7820275,92626868.033918947,0.1
90588039.766880482,131076923.95106514,0.1
90588039.766880482,-131076923.95106514,0.1
-90588039.766880482,-131076923.95106514,0.1
-90588039.766880482,131076923.95106514,0.1
832553304.43560994,783255119.80270839,0.1
832553304.43560994,-783255119.80270839,0.1
-832553304.43560994,-783255119.80270839,0.1
-832553304.43560994,783255119.80270839,0.1
132827293.66780734,466855993.15669829,0.1
132827293.66780734,-466855993.15669829,0.1
-132827293.66780734,-466855993.15669829,0.1
-132827293.66780734,466855993.15669829,0.1
1102673064.5227561,877802874.24936068,0.1
1102673064.5227561,-877802874.24936068,0.1
-1102673064.5227561,-877802874.24936068,0.1
-1102673064.5227561,877802874.24936068,0.1
